timestamp,event_type,user,source_ip,target,severity,is_anomaly,anomaly_type
2026-02-01 18:44:57,auth_success,jsmith,10.0.1.54,-,INFO,False,-
2026-02-01 18:56:45,file_access,agarcia,-,/var/www/html/index.html,INFO,False,-
2026-02-01 19:50:35,auth_success,tchang,10.0.1.51,-,INFO,False,-
2026-02-02 00:28:44,auth_success,bwilson,10.0.1.53,-,INFO,False,-
2026-02-02 01:12:05,ssh_logout,jsmith,-,-,INFO,False,-
2026-02-02 01:26:05,ssh_login,jsmith,10.0.1.50,-,INFO,False,-
2026-02-02 05:02:19,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-02 06:28:49,file_access,agarcia,-,/var/www/html/index.html,INFO,False,-
2026-02-02 06:40:43,file_access,agarcia,-,/var/www/html/index.html,INFO,False,-
2026-02-02 07:16:20,port_connection,-,10.0.1.53,port:22,INFO,False,-
2026-02-02 07:21:54,service_start,-,-,-,INFO,False,-
2026-02-02 07:27:20,service_start,-,-,-,INFO,False,-
2026-02-02 07:32:13,auth_success,jsmith,10.0.1.53,-,INFO,False,-
2026-02-02 07:40:43,auth_success,mkurdi,10.0.1.51,-,INFO,False,-
2026-02-02 07:47:23,auth_success,jsmith,10.0.1.54,-,INFO,False,-
2026-02-02 07:50:16,file_access,agarcia,-,/tmp/data.csv,INFO,False,-
2026-02-02 07:54:35,file_access,agarcia,-,/tmp/data.csv,INFO,False,-
2026-02-02 08:03:08,auth_success,tchang,10.0.1.54,-,INFO,False,-
2026-02-02 08:07:47,auth_success,bwilson,10.0.1.51,-,INFO,False,-
2026-02-02 08:07:54,file_access,tchang,-,/tmp/data.csv,INFO,False,-
2026-02-02 08:12:58,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-02 08:19:38,ssh_login,bwilson,10.0.1.52,-,INFO,False,-
2026-02-02 08:23:43,ssh_login,agarcia,10.0.1.54,-,INFO,False,-
2026-02-02 08:28:22,file_access,bwilson,-,/var/www/html/index.html,INFO,False,-
2026-02-02 08:39:40,file_access,bwilson,-,/var/www/html/index.html,INFO,False,-
2026-02-02 08:53:09,ssh_logout,tchang,-,-,INFO,False,-
2026-02-02 09:00:18,file_access,agarcia,-,/tmp/data.csv,INFO,False,-
2026-02-02 09:05:14,service_start,-,-,-,INFO,False,-
2026-02-02 09:09:58,auth_success,agarcia,10.0.1.51,-,INFO,False,-
2026-02-02 09:27:54,file_access,bwilson,-,/tmp/data.csv,INFO,False,-
2026-02-02 09:30:28,service_start,-,-,-,INFO,False,-
2026-02-02 09:38:03,auth_success,mkurdi,10.0.1.51,-,INFO,False,-
2026-02-02 09:43:37,file_access,tchang,-,/home/user/report.pdf,INFO,False,-
2026-02-02 09:45:18,file_access,tchang,-,/var/www/html/index.html,INFO,False,-
2026-02-02 09:48:32,ssh_login,mkurdi,10.0.1.52,-,INFO,False,-
2026-02-02 09:48:46,port_connection,-,10.0.1.50,port:22,INFO,False,-
2026-02-02 09:52:30,port_connection,-,10.0.1.52,port:3306,INFO,False,-
2026-02-02 09:53:30,ssh_login,tchang,10.0.1.51,-,INFO,False,-
2026-02-02 09:55:30,ssh_login,mkurdi,10.0.1.50,-,INFO,False,-
2026-02-02 10:01:02,auth_success,agarcia,10.0.1.50,-,INFO,False,-
2026-02-02 10:09:50,auth_success,bwilson,10.0.1.50,-,INFO,False,-
2026-02-02 10:25:44,file_access,jsmith,-,/var/www/html/index.html,INFO,False,-
2026-02-02 10:28:02,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-02 10:44:18,auth_success,mkurdi,10.0.1.53,-,INFO,False,-
2026-02-02 10:48:31,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-02 10:57:41,ssh_login,agarcia,10.0.1.50,-,INFO,False,-
2026-02-02 11:09:15,ssh_logout,bwilson,-,-,INFO,False,-
2026-02-02 11:10:23,file_access,agarcia,-,/tmp/data.csv,INFO,False,-
2026-02-02 11:15:54,service_start,-,-,-,INFO,False,-
2026-02-02 11:20:42,auth_failure,mkurdi,10.0.1.51,-,INFO,False,-
2026-02-02 11:28:19,auth_success,bwilson,10.0.1.53,-,INFO,False,-
2026-02-02 11:38:50,file_access,bwilson,-,/var/www/html/index.html,INFO,False,-
2026-02-02 12:05:38,file_access,mkurdi,-,/tmp/data.csv,INFO,False,-
2026-02-02 12:09:28,auth_failure,bwilson,10.0.1.53,-,INFO,False,-
2026-02-02 12:19:44,ssh_logout,tchang,-,-,INFO,False,-
2026-02-02 12:33:22,auth_failure,tchang,10.0.1.54,-,INFO,False,-
2026-02-02 12:39:02,ssh_login,bwilson,10.0.1.52,-,INFO,False,-
2026-02-02 12:58:51,service_start,-,-,-,INFO,False,-
2026-02-02 13:01:05,ssh_login,bwilson,10.0.1.51,-,INFO,False,-
2026-02-02 13:14:54,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-02 13:19:05,ssh_logout,jsmith,-,-,INFO,False,-
2026-02-02 13:34:24,port_connection,-,10.0.1.52,port:80,INFO,False,-
2026-02-02 13:38:59,auth_success,agarcia,10.0.1.50,-,INFO,False,-
2026-02-02 13:39:47,file_access,mkurdi,-,/var/www/html/index.html,INFO,False,-
2026-02-02 13:40:52,ssh_logout,tchang,-,-,INFO,False,-
2026-02-02 13:43:49,file_access,mkurdi,-,/var/www/html/index.html,INFO,False,-
2026-02-02 13:56:03,file_access,jsmith,-,/home/user/report.pdf,INFO,False,-
2026-02-02 13:56:48,auth_success,tchang,10.0.1.54,-,INFO,False,-
2026-02-02 13:59:18,auth_success,tchang,10.0.1.53,-,INFO,False,-
2026-02-02 14:01:03,service_start,-,-,-,INFO,False,-
2026-02-02 14:08:17,ssh_logout,mkurdi,-,-,INFO,False,-
2026-02-02 14:08:40,port_connection,-,10.0.1.50,port:8080,INFO,False,-
2026-02-02 14:10:15,auth_success,jsmith,10.0.1.54,-,INFO,False,-
2026-02-02 14:17:19,auth_success,agarcia,10.0.1.51,-,INFO,False,-
2026-02-02 14:17:28,file_access,tchang,-,/var/www/html/index.html,INFO,False,-
2026-02-02 14:18:42,auth_success,tchang,10.0.1.54,-,INFO,False,-
2026-02-02 14:19:58,auth_success,agarcia,10.0.1.52,-,INFO,False,-
2026-02-02 14:23:06,auth_success,jsmith,10.0.1.53,-,INFO,False,-
2026-02-02 14:28:04,file_access,mkurdi,-,/home/user/report.pdf,INFO,False,-
2026-02-02 14:29:16,port_connection,-,10.0.1.53,port:8080,INFO,False,-
2026-02-02 14:29:54,service_start,-,-,-,INFO,False,-
2026-02-02 14:30:04,auth_success,mkurdi,10.0.1.50,-,INFO,False,-
2026-02-02 14:31:58,auth_success,bwilson,10.0.1.51,-,INFO,False,-
2026-02-02 14:34:26,port_connection,-,10.0.1.51,port:22,INFO,False,-
2026-02-02 14:34:29,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-02 14:48:27,file_access,mkurdi,-,/var/www/html/index.html,INFO,False,-
2026-02-02 15:07:54,ssh_login,bwilson,10.0.1.51,-,INFO,False,-
2026-02-02 15:10:11,port_connection,-,10.0.1.54,port:8080,INFO,False,-
2026-02-02 15:13:04,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-02 15:14:38,file_access,agarcia,-,/tmp/data.csv,INFO,False,-
2026-02-02 15:17:46,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-02 15:23:05,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-02 15:30:33,auth_success,tchang,10.0.1.52,-,INFO,False,-
2026-02-02 15:40:37,auth_success,jsmith,10.0.1.53,-,INFO,False,-
2026-02-02 15:41:09,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-02 15:44:30,port_connection,-,10.0.1.53,port:22,INFO,False,-
2026-02-02 15:56:23,port_connection,-,10.0.1.54,port:80,INFO,False,-
2026-02-02 16:06:15,ssh_login,tchang,10.0.1.54,-,INFO,False,-
2026-02-02 16:08:00,file_access,agarcia,-,/home/user/report.pdf,INFO,False,-
2026-02-02 16:17:49,port_connection,-,10.0.1.52,port:8080,INFO,False,-
2026-02-02 16:18:14,auth_success,agarcia,10.0.1.51,-,INFO,False,-
2026-02-02 16:36:42,auth_success,tchang,10.0.1.50,-,INFO,False,-
2026-02-02 16:39:26,file_access,agarcia,-,/home/user/report.pdf,INFO,False,-
2026-02-02 16:58:44,auth_success,agarcia,10.0.1.53,-,INFO,False,-
2026-02-02 17:00:46,port_connection,-,10.0.1.53,port:80,INFO,False,-
2026-02-02 17:08:24,file_access,tchang,-,/tmp/data.csv,INFO,False,-
2026-02-02 17:20:47,auth_success,tchang,10.0.1.51,-,INFO,False,-
2026-02-02 17:26:21,ssh_login,tchang,10.0.1.53,-,INFO,False,-
2026-02-02 17:35:20,file_access,bwilson,-,/tmp/data.csv,INFO,False,-
2026-02-02 19:03:30,file_access,tchang,-,/var/www/html/index.html,INFO,False,-
2026-02-02 19:09:48,service_start,-,-,-,INFO,False,-
2026-02-02 19:35:21,auth_failure,mkurdi,10.0.1.53,-,INFO,False,-
2026-02-02 20:21:55,auth_success,mkurdi,10.0.1.53,-,INFO,False,-
2026-02-02 20:38:51,auth_success,jsmith,10.0.1.51,-,INFO,False,-
2026-02-02 21:48:40,auth_success,mkurdi,10.0.1.53,-,INFO,False,-
2026-02-02 22:08:34,auth_success,agarcia,10.0.1.51,-,INFO,False,-
2026-02-02 23:33:18,file_access,tchang,-,/home/user/report.pdf,INFO,False,-
2026-02-02 23:43:52,auth_success,agarcia,10.0.1.54,-,INFO,False,-
2026-02-03 00:05:01,port_connection,-,10.0.1.51,port:8080,INFO,False,-
2026-02-03 02:15:23,auth_failure,mkurdi,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:15:24,auth_failure,mkurdi,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:15:37,auth_failure,root,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:15:46,auth_failure,root,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:15:49,auth_failure,mkurdi,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:15:49,auth_failure,root,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:15:55,auth_failure,root,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:16:00,auth_failure,agarcia,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:16:08,auth_failure,bwilson,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:16:10,auth_failure,admin,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:16:13,auth_failure,tchang,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:16:16,auth_failure,agarcia,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:16:21,auth_failure,admin,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:16:23,auth_failure,root,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:16:37,auth_failure,agarcia,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:17:03,auth_failure,tchang,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:17:06,auth_failure,agarcia,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:17:16,auth_failure,test,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:17:24,auth_failure,test,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:17:28,auth_failure,root,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:17:33,auth_failure,admin,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:17:43,auth_failure,tchang,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:17:47,auth_failure,admin,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:18:05,auth_failure,bwilson,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:18:07,auth_failure,mkurdi,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:18:07,auth_failure,root,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:18:08,auth_failure,admin,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:18:09,auth_failure,jsmith,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:18:11,auth_failure,admin,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:18:25,auth_failure,mkurdi,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:18:34,auth_failure,tchang,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:18:58,auth_failure,jsmith,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:00,auth_failure,bwilson,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:02,auth_failure,test,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:03,auth_failure,mkurdi,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:14,auth_failure,mkurdi,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:15,auth_failure,bwilson,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:15,auth_failure,test,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:16,auth_failure,mkurdi,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:18,auth_failure,test,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:18,auth_failure,test,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:19,auth_failure,test,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:20,auth_failure,root,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:34,auth_failure,mkurdi,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:41,auth_failure,bwilson,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:45,auth_failure,admin,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:48,auth_failure,bwilson,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:51,auth_failure,tchang,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:55,auth_failure,admin,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:19:58,auth_failure,admin,185.220.101.42,-,WARNING,True,brute_force
2026-02-03 02:20:10,port_connection,-,10.0.1.53,port:443,INFO,False,-
2026-02-03 04:04:15,ssh_login,agarcia,10.0.1.52,-,INFO,False,-
2026-02-03 06:06:51,ssh_logout,agarcia,-,-,INFO,False,-
2026-02-03 06:32:04,ssh_login,agarcia,10.0.1.53,-,INFO,False,-
2026-02-03 06:53:18,file_access,mkurdi,-,/tmp/data.csv,INFO,False,-
2026-02-03 07:27:05,service_start,-,-,-,INFO,False,-
2026-02-03 07:42:09,service_start,-,-,-,INFO,False,-
2026-02-03 07:45:41,auth_success,agarcia,10.0.1.51,-,INFO,False,-
2026-02-03 07:54:06,file_access,jsmith,-,/tmp/data.csv,INFO,False,-
2026-02-03 07:55:19,auth_failure,agarcia,10.0.1.51,-,INFO,False,-
2026-02-03 07:57:31,auth_success,bwilson,10.0.1.54,-,INFO,False,-
2026-02-03 08:02:20,ssh_login,agarcia,10.0.1.54,-,INFO,False,-
2026-02-03 08:04:18,file_access,mkurdi,-,/tmp/data.csv,INFO,False,-
2026-02-03 08:04:30,port_connection,-,10.0.1.52,port:8080,INFO,False,-
2026-02-03 08:12:50,port_connection,-,10.0.1.51,port:22,INFO,False,-
2026-02-03 08:15:45,ssh_logout,tchang,-,-,INFO,False,-
2026-02-03 08:18:20,auth_failure,mkurdi,10.0.1.50,-,INFO,False,-
2026-02-03 08:22:34,port_connection,-,10.0.1.51,port:3306,INFO,False,-
2026-02-03 08:32:40,ssh_logout,mkurdi,-,-,INFO,False,-
2026-02-03 08:44:31,auth_success,agarcia,10.0.1.54,-,INFO,False,-
2026-02-03 09:11:38,auth_success,jsmith,10.0.1.50,-,INFO,False,-
2026-02-03 09:35:53,ssh_login,agarcia,10.0.1.50,-,INFO,False,-
2026-02-03 09:41:30,port_connection,-,10.0.1.54,port:8080,INFO,False,-
2026-02-03 09:42:40,file_access,mkurdi,-,/var/www/html/index.html,INFO,False,-
2026-02-03 09:50:03,ssh_login,mkurdi,10.0.1.53,-,INFO,False,-
2026-02-03 09:53:30,ssh_login,jsmith,10.0.1.53,-,INFO,False,-
2026-02-03 10:03:15,ssh_login,tchang,10.0.1.54,-,INFO,False,-
2026-02-03 10:09:20,service_start,-,-,-,INFO,False,-
2026-02-03 10:10:20,service_start,-,-,-,INFO,False,-
2026-02-03 10:10:45,ssh_logout,jsmith,-,-,INFO,False,-
2026-02-03 10:28:38,file_access,tchang,-,/var/www/html/index.html,INFO,False,-
2026-02-03 10:36:23,auth_success,tchang,10.0.1.54,-,INFO,False,-
2026-02-03 10:38:03,auth_failure,agarcia,10.0.1.50,-,INFO,False,-
2026-02-03 10:56:25,auth_failure,tchang,10.0.1.53,-,INFO,False,-
2026-02-03 11:05:23,auth_success,jsmith,10.0.1.50,-,INFO,False,-
2026-02-03 11:10:11,file_access,bwilson,-,/home/user/report.pdf,INFO,False,-
2026-02-03 11:10:52,auth_success,jsmith,10.0.1.54,-,INFO,False,-
2026-02-03 11:23:16,port_connection,-,10.0.1.52,port:443,INFO,False,-
2026-02-03 11:25:45,auth_success,tchang,10.0.1.52,-,INFO,False,-
2026-02-03 11:35:07,file_access,agarcia,-,/home/user/report.pdf,INFO,False,-
2026-02-03 11:37:35,port_connection,-,10.0.1.53,port:8080,INFO,False,-
2026-02-03 11:40:01,auth_success,tchang,10.0.1.54,-,INFO,False,-
2026-02-03 11:43:46,file_access,jsmith,-,/tmp/data.csv,INFO,False,-
2026-02-03 11:46:55,service_start,-,-,-,INFO,False,-
2026-02-03 11:50:21,auth_success,jsmith,10.0.1.54,-,INFO,False,-
2026-02-03 11:58:55,ssh_logout,mkurdi,-,-,INFO,False,-
2026-02-03 12:10:37,auth_success,bwilson,10.0.1.51,-,INFO,False,-
2026-02-03 12:15:45,ssh_login,jsmith,10.0.1.52,-,INFO,False,-
2026-02-03 12:18:54,auth_success,mkurdi,10.0.1.52,-,INFO,False,-
2026-02-03 12:23:04,ssh_logout,bwilson,-,-,INFO,False,-
2026-02-03 12:27:11,ssh_logout,jsmith,-,-,INFO,False,-
2026-02-03 12:53:27,port_connection,-,10.0.1.51,port:443,INFO,False,-
2026-02-03 13:15:36,file_access,tchang,-,/home/user/report.pdf,INFO,False,-
2026-02-03 13:23:23,ssh_login,agarcia,10.0.1.53,-,INFO,False,-
